model,n,mae,mse,rmse,r2,bias,split,horizon
seasonal_naive_168h,364,38.15239733184524,3710.612001527431,60.91479296137705,0.020315288110276164,-2.3025978153617217,cv_2022,14
seasonal_naive_168h,364,41.605406989239924,4454.178192732682,66.73962985163075,0.06115462191545862,-2.225844198031135,cv_2022,15
seasonal_naive_168h,364,46.36204070432693,5536.920587530755,74.41048708032191,0.07169464120670199,-2.3209677482829667,cv_2022,16
seasonal_naive_168h,364,49.133508944139194,6081.353129640435,77.98303103650457,-0.0224180006192507,-2.7138125265567767,cv_2022,17
seasonal_naive_168h,364,45.00701160428113,4756.686693739527,68.9687370751381,-0.0931768508940547,-3.601380532852565,cv_2022,18
seasonal_naive_168h,364,38.57672204189561,3252.303919510987,57.02897438592936,-0.13190776176469088,-3.439807173763736,cv_2022,19
seasonal_naive_168h,364,33.189534756982596,2507.9334276983845,50.07927143737601,-0.14198140224682088,-3.4554132514880957,cv_2022,20
seasonal_naive_168h,364,26.523083282509155,1753.3581999059138,41.87312025519371,-0.029601088855064406,-3.283600897893773,cv_2022,21
seasonal_naive_168h,364,23.827233700892855,1761.561442033118,41.970959508130356,-0.15368626879903657,-3.252781387706044,cv_2022,22
seasonal_naive_168h,364,20.050619289606228,1262.2690168275774,35.52842547633623,-0.1260256282929415,-2.964913234661173,cv_2022,23
seasonal_naive_168h,364,17.203352957989924,1056.9759235250463,32.51116613603773,-0.13620928242902552,-2.5871893535943227,cv_2022,24
dmdc,365,0.8899635793395115,2.0350765381419254,1.4265610881213344,0.8646458824907162,0.1504950498359301,cv_2020,1
dmdc,365,1.5458693295194361,4.356831097934889,2.0873023494297342,0.7303333650479915,0.8264252874591342,cv_2020,2
dmdc,365,2.2587897107984536,7.552287300211676,2.7481425181769006,0.5170218084859486,1.7255151133119468,cv_2020,3
dmdc,365,2.8831929781531884,11.849787699579396,3.442352059214658,0.264549669862264,2.4488079874309494,cv_2020,4
dmdc,365,3.333509170141484,16.121843897480936,4.015201601100614,0.14330401854121,2.8495726146253872,cv_2020,5
dmdc,365,3.867314335502298,22.1884714273421,4.710464035245583,0.31037234315662543,2.3638196038648323,cv_2020,6
dmdc,365,5.209368669699803,43.443486605919915,6.591167317396814,0.3798054287564462,1.1519735589254516,cv_2020,7
dmdc,365,6.622962936887959,83.55969990306937,9.14109949092938,0.28872680665395456,1.663278151063205,cv_2020,8
dmdc,365,5.7262331318587725,46.110328898134,6.790458666256205,-0.22580188564169523,4.675757026593087,cv_2020,9
dmdc,365,7.035878480664605,66.87383442413696,8.177642351199822,-1.5915619462312658,6.515056650607565,cv_2020,10
dmdc,365,8.281432144030283,95.19920479313544,9.757007983656436,-2.9953968222558434,7.92537772407742,cv_2020,11
dmdc,365,9.692764020495451,132.0654385074479,11.491972785707766,-3.1424550448422517,9.049458505004008,cv_2020,12
dmdc,365,11.152021965045016,173.55867810702827,13.17416707450715,-2.3108591526906808,9.71755598333392,cv_2020,13
dmdc,365,12.372340569565521,212.43383579851545,14.57511014704573,-1.5458878362109112,9.660514793610687,cv_2020,14
dmdc,365,13.466939668968504,260.4578037275313,16.13870514407929,-0.9323263124417982,9.00053909202011,cv_2020,15
dmdc,365,14.484708385892041,283.1706707404804,16.827675737916998,-0.5932889792378768,6.908894920514121,cv_2020,16
dmdc,365,13.013010890461516,239.1968910327525,15.465991433876862,-0.5282103254397232,5.134195883476443,cv_2020,17
dmdc,365,8.69261913044608,121.12867077417727,11.00584711751791,-0.4753668169884706,4.233327963486314,cv_2020,18
dmdc,365,6.725951857761254,70.43540840376257,8.392580556882523,-0.8846335797570009,3.983353609662677,cv_2020,19
dmdc,365,6.044732369774109,54.794712180554264,7.402345046034687,-1.4517228715131694,3.9602314149827746,cv_2020,20
dmdc,365,5.791637655696532,52.29012916390493,7.231191406947055,-1.7374288080321958,4.436771543895838,cv_2020,21
dmdc,365,6.121111198361728,57.67684918121962,7.594527581174462,-2.43498564800464,5.21854649804682,cv_2020,22
dmdc,365,6.417119748173329,61.05959436367068,7.814063882748251,-3.719534397224468,5.781210939183277,cv_2020,23
dmdc,365,6.520175840341434,62.02177369257209,7.875390383503036,-4.069560754273484,6.102714595189865,cv_2020,24
dmdc,364,1.714941910561912,7.725064974652349,2.779400110572846,0.954235533481538,-0.2665334154072114,cv_2021,1
dmdc,364,2.2289897768323366,10.878371404668632,3.2982376210134756,0.9294997822704416,0.13204789805663988,cv_2021,2
dmdc,364,2.427564054658012,12.608374647544853,3.550827318744866,0.9161336829851562,0.22389448137061016,cv_2021,3
dmdc,364,2.5988562286331858,14.223631516979474,3.7714230095521604,0.9122633890617087,-0.2751231993751844,cv_2021,4
dmdc,364,3.820812763795597,33.97524992806249,5.828829207316208,0.8424063655667287,-2.161439675368767,cv_2021,5
